date,country,traffic_channel,device_type,platform,visits,session_duration,no_of_customers,impressions,views,wishlist_adds,cart_adds,items_purchased
2025-02-24,Germany,Organic,Tablet,Android,5,6.08,2,9319,1710,39,145,23
2025-07-25,Spain,Paid,Mobile Web,Android,5,1.87,5,1211,93,1,4,0
2024-01-18,Italy,Organic,Mobile Web,Android,4,6.07,3,4223,583,15,31,9
2025-06-22,Spain,Organic,Desktop,Android,11,6.64,11,8016,1432,45,100,17
2024-03-07,Germany,Social,Mobile,Android,3,3.83,1,6481,343,10,12,3
2024-02-18,United Kingdom,Paid,Desktop,iOS,2,3.87,2,9609,1231,31,82,19
2024-09-15,United Kingdom,Organic,Mobile Web,Android,4,4.43,4,4674,700,31,43,11
2025-07-23,Spain,Paid,Mobile,iOS,5,4.03,1,2107,158,2,7,1
2024-09-24,Spain,Referral,Desktop,Android,5,6.13,1,3729,476,5,45,7
2024-09-21,Ireland,Paid,Mobile Web,Android,6,2.68,6,4575,289,4,7,1
2025-07-14,Ireland,Social,Desktop,iOS,5,2.77,2,6326,387,13,17,2
2024-09-11,Italy,Paid,Mobile Web,Android,8,3.02,8,4016,345,10,14,0
2025-01-22,Spain,Social,Mobile,Android,4,2.97,2,2188,95,1,5,0
2025-06-25,Ireland,Organic,Desktop,iOS,3,8.49,1,8940,1448,24,144,31
2025-02-13,Ireland,Referral,Desktop,Android,5,2.53,1,8726,1040,21,79,15
2024-06-07,France,Paid,Mobile Web,iOS,8,3.96,4,4781,375,14,25,5
2024-05-24,Ireland,Paid,Mobile Web,iOS,3,2.0,1,7475,595,16,25,6
2025-09-25,Ireland,Social,Mobile Web,Android,10,2.77,7,2179,109,1,3,0
2024-06-23,Ireland,Organic,Desktop,Android,7,4.24,3,6174,1122,30,64,14
2024-11-10,Spain,Social,Desktop,Android,3,3.81,3,9352,494,7,17,4
2024-06-11,Italy,Paid,Mobile Web,Android,4,4.73,3,3901,284,7,3,0
2025-03-05,United Kingdom,Organic,Mobile,Android,5,8.74,2,7972,1505,37,112,23
2025-01-12,Ireland,Direct,Desktop,Android,6,4.37,2,4772,1101,12,86,18
2025-06-25,Ireland,Direct,Mobile,Android,6,4.18,6,9264,1549,12,88,25
2024-04-16,Italy,CRM,Mobile Web,Android,5,6.35,2,3542,532,10,35,7
2024-03-25,France,Organic,Desktop,Android,3,7.33,2,10186,1556,43,152,39
2025-02-03,Italy,Organic,Desktop,Android,9,8.05,1,926,159,2,7,1
2025-02-03,France,Social,Desktop,Others,3,4.85,3,6266,349,6,14,1
2025-01-17,Germany,Organic,Desktop,iOS,6,7.15,3,6369,1214,39,112,29
2024-07-10,France,Social,Desktop,iOS,4,5.83,1,10679,697,8,31,4
2025-01-12,Italy,Referral,Desktop,iOS,10,5.16,4,11006,1434,23,97,19
2024-07-10,France,Paid,Mobile,iOS,3,3.62,3,4236,444,19,20,5
2024-01-24,France,Organic,Mobile,Others,2,3.04,1,4345,557,12,25,7
2025-04-26,Ireland,Social,Tablet,iOS,5,4.37,1,5332,300,4,7,1
2025-02-25,Italy,Organic,Tablet,iOS,4,7.06,3,6252,1067,18,72,27
2025-06-09,France,Paid,Desktop,iOS,3,6.37,2,8408,922,18,63,19
2025-06-01,Spain,Organic,Mobile,iOS,5,5.11,5,3747,588,11,38,7
2024-04-21,United Kingdom,Social,Desktop,iOS,3,3.65,1,8776,560,11,26,2
2025-07-23,France,Referral,Mobile,iOS,3,3.52,1,4046,504,11,34,4
2025-06-15,Ireland,Paid,Desktop,Others,3,5.41,3,2371,206,1,9,1
2024-12-05,Germany,Social,Tablet,Android,6,4.54,3,4705,326,6,10,1
2025-04-21,Ireland,Referral,Mobile Web,iOS,7,4.39,2,4847,465,11,27,4
2024-03-04,Spain,Direct,Mobile Web,Android,7,2.2,7,8340,1422,31,79,13
2024-02-08,Ireland,Organic,Mobile,Android,9,2.54,6,6123,869,11,57,3
2025-10-16,France,Referral,Mobile Web,iOS,6,3.55,6,4041,356,3,24,2
2024-09-01,United Kingdom,Direct,Desktop,Android,3,8.4,2,1821,487,14,37,18
2024-08-01,Germany,CRM,Mobile Web,Android,6,3.87,2,3425,771,15,77,22
2025-06-22,France,Paid,Mobile,iOS,7,2.03,2,3452,284,2,17,4
2024-11-18,France,Social,Desktop,Android,5,5.22,5,9370,496,4,23,2
2025-02-08,Ireland,Social,Mobile,Android,4,2.73,1,6948,330,2,9,1
2024-05-24,Ireland,Paid,Mobile Web,iOS,5,2.62,2,2335,179,2,11,2
2024-04-06,United Kingdom,Organic,Desktop,Android,7,5.08,1,5378,1066,37,81,20
2025-04-10,Ireland,Referral,Mobile,Android,7,2.76,5,5684,523,14,30,5
2024-05-06,Spain,CRM,Desktop,Android,7,9.72,4,6516,1338,33,142,41
2025-09-13,Spain,Paid,Mobile Web,Android,3,5.22,1,2953,226,7,13,3
2025-08-30,Germany,Organic,Desktop,Others,6,6.19,2,7762,1493,31,111,24
2024-07-21,United Kingdom,Organic,Mobile,iOS,7,4.0,6,6532,1141,26,91,23
2024-05-17,Italy,Referral,Tablet,Android,7,2.9,2,3763,406,16,23,3
2024-11-26,Italy,Paid,Mobile,iOS,7,2.62,6,6479,510,7,17,3
2025-02-20,Germany,Organic,Desktop,iOS,5,7.66,1,2671,669,7,67,26
2024-03-19,United Kingdom,Direct,Desktop,Android,7,2.31,6,8507,2262,46,210,67
2025-06-01,United Kingdom,Paid,Desktop,iOS,5,4.43,5,2787,401,11,27,5
2025-02-02,Italy,CRM,Desktop,Android,4,7.73,3,8841,2374,35,225,69
2025-05-27,United Kingdom,Organic,Desktop,Android,7,7.13,4,7771,1629,47,166,56
2025-06-21,Italy,Organic,Desktop,Android,6,8.55,5,1026,172,4,13,2
2024-07-08,United Kingdom,Social,Desktop,Android,2,3.01,1,8099,572,11,19,4
2024-01-31,Germany,Paid,Mobile,Android,5,5.07,1,7560,596,10,37,11
2024-12-08,Spain,Social,Desktop,Android,4,4.16,1,1881,108,4,8,1
2025-07-16,Italy,Paid,Desktop,Android,4,5.96,1,1513,146,1,1,0
2025-06-20,Germany,Referral,Mobile,iOS,5,3.12,5,9221,1241,33,87,21
2025-01-21,United Kingdom,Direct,Tablet,iOS,2,7.25,1,4264,1178,40,109,35
2025-10-14,France,Social,Mobile,iOS,2,4.49,2,3761,206,6,7,2
2024-09-27,Ireland,Organic,Mobile,Android,6,6.44,4,7334,1174,29,90,17
2025-09-02,Ireland,Organic,Tablet,Android,7,7.78,3,5011,863,19,59,11
2024-01-04,United Kingdom,Organic,Tablet,iOS,8,7.39,7,8394,1548,43,126,29
2025-02-05,Spain,Social,Mobile Web,Android,5,2.97,2,5329,190,0,8,2
2024-12-20,France,Paid,Desktop,Android,5,3.96,5,2710,272,12,18,4
2024-03-19,Germany,Direct,Mobile,Others,3,5.25,1,2389,473,9,30,7
2024-03-13,France,Direct,Desktop,Android,7,6.38,5,4964,1073,13,106,31
2025-10-16,United Kingdom,Referral,Mobile,iOS,5,3.54,5,6239,679,19,49,11
2024-04-21,Spain,Organic,Desktop,iOS,4,5.27,3,6585,1322,31,87,17
2024-08-19,Spain,Paid,Mobile,Android,3,5.29,2,6122,465,10,18,4
2025-06-26,Germany,Direct,Desktop,Others,5,6.67,4,2078,486,12,43,12
2024-01-28,Italy,Organic,Desktop,iOS,9,5.36,6,9372,1778,28,147,33
2025-02-21,Spain,Direct,Mobile Web,Android,4,7.49,2,10565,1545,26,80,10
2024-06-10,Germany,Organic,Desktop,Others,5,6.04,2,8227,1608,20,124,36
2024-03-16,Germany,Organic,Mobile Web,iOS,4,8.47,2,8225,1161,14,72,15
2024-10-08,Germany,Organic,Mobile,iOS,6,8.72,4,7818,1326,29,98,29
2025-03-04,France,Referral,Desktop,iOS,3,4.85,2,9922,1316,45,88,22
2024-09-18,United Kingdom,Referral,Desktop,Android,5,3.2,1,3927,547,15,34,14
2024-10-28,United Kingdom,Direct,Mobile,iOS,3,9.81,3,3261,822,16,66,19
2025-07-02,Germany,Organic,Tablet,Android,5,6.56,5,6312,1018,14,97,30
2025-01-10,Italy,CRM,Mobile,iOS,2,7.62,1,9245,1812,25,146,50
2024-12-11,Ireland,Social,Mobile Web,Android,5,2.31,1,8204,338,10,15,1
2025-02-08,Germany,Referral,Mobile Web,Android,6,5.25,4,7644,705,16,28,8
2024-02-17,Italy,CRM,Mobile,iOS,4,4.87,4,1822,389,13,34,7
2024-04-29,Spain,Referral,Mobile Web,Android,5,2.22,1,1271,122,0,8,1
2025-03-12,Ireland,Direct,Desktop,Android,3,3.74,1,2440,455,9,53,14
2024-07-16,United Kingdom,Direct,Tablet,iOS,8,3.2,1,10023,2869,60,272,73
2024-07-27,United Kingdom,Paid,Mobile,Android,5,3.62,5,8670,839,22,44,6
2025-02-11,France,Direct,Mobile,Android,3,6.63,2,9949,1873,50,145,23
2024-01-28,Spain,Paid,Tablet,Others,2,3.75,1,9491,663,11,30,9
2025-04-11,Italy,Social,Desktop,Android,5,2.03,2,6422,340,9,15,2
2024-08-05,United Kingdom,Direct,Mobile,iOS,6,6.42,3,8181,2001,77,186,78
2024-08-11,United Kingdom,Organic,Desktop,Android,2,3.74,1,5615,1193,16,101,28
2024-12-30,France,Organic,Mobile,Android,2,7.14,2,5926,833,27,49,16
2025-06-05,United Kingdom,Referral,Desktop,Android,5,2.63,4,4804,651,6,45,8
2025-03-22,Spain,Paid,Mobile Web,Android,4,4.78,2,5812,406,13,17,0
2025-05-12,Spain,Social,Mobile Web,Others,1,2.84,1,9399,408,8,14,0
2025-03-10,Ireland,Referral,Tablet,Android,2,1.3,2,931,106,4,10,2
2025-09-28,Spain,Paid,Mobile,iOS,4,4.96,2,5505,463,8,29,3
2024-09-27,Germany,Organic,Mobile Web,Android,3,4.61,3,6338,1017,12,55,7
2024-02-11,France,Organic,Mobile Web,Android,6,6.99,6,10003,1410,29,83,7
2024-11-07,United Kingdom,Paid,Mobile,Android,9,4.98,4,1704,149,4,8,0
2025-06-24,Spain,Referral,Tablet,Android,3,4.86,1,5727,533,11,45,4
2024-12-16,Italy,Social,Desktop,Android,10,5.7,4,2047,105,5,3,1
2025-05-03,France,Organic,Desktop,Android,5,7.15,2,6155,1159,20,111,28
2025-06-25,Ireland,Organic,Mobile Web,Android,5,3.04,5,5543,654,15,25,2
2024-02-17,Germany,Direct,Desktop,Android,7,4.35,4,5865,1603,54,121,26
2025-01-18,Germany,Organic,Mobile,Android,5,7.01,2,6808,1133,20,64,14
2024-02-24,Spain,Direct,Desktop,iOS,2,7.74,1,7834,1641,44,153,42
2025-04-07,United Kingdom,Paid,Desktop,iOS,2,4.03,2,7517,860,12,84,17
2025-09-12,Ireland,Social,Mobile,iOS,5,3.96,1,1450,76,0,1,1
2025-01-12,United Kingdom,Paid,Desktop,Android,3,4.2,3,7667,885,12,43,12
2024-03-07,Spain,Organic,Mobile,iOS,3,7.72,3,7244,1143,19,82,9
2025-08-10,France,Paid,Mobile Web,iOS,4,2.34,3,2541,185,3,9,1
2025-04-08,Germany,Direct,Tablet,Android,5,7.94,1,5467,1123,12,105,28
2025-02-16,France,Paid,Desktop,iOS,8,8.16,3,4285,452,5,28,5
2025-08-09,Spain,Organic,Mobile,Android,3,5.3,3,1574,205,10,13,5
2025-10-01,Spain,Organic,Mobile,Android,4,0.5,4,7477,948,18,55,13
2024-10-30,Spain,Paid,Desktop,Others,1,6.57,1,7196,703,9,35,6
2025-09-06,Spain,Paid,Mobile,Android,5,3.27,5,4454,372,8,22,1
2024-04-01,Ireland,Paid,Tablet,iOS,4,4.58,4,4150,435,8,15,1
2024-05-28,Spain,Referral,Mobile Web,Android,3,2.21,2,7448,749,10,36,6
2025-08-16,Spain,Paid,Tablet,iOS,4,6.57,3,5802,586,12,38,4
2025-08-05,Italy,Organic,Desktop,iOS,6,4.73,6,2439,384,2,32,10
2024-12-04,Germany,Direct,Mobile,iOS,7,5.71,2,4124,970,34,66,24
2024-10-28,Spain,Paid,Desktop,Android,6,5.32,1,2288,229,6,14,2
2024-11-13,United Kingdom,Paid,Desktop,Android,6,2.88,5,11022,1458,22,103,25
2024-07-18,Spain,Organic,Mobile,iOS,5,7.57,5,8436,1390,37,94,13
2024-04-20,Germany,Organic,Desktop,Android,6,6.33,2,4219,878,21,83,22
2024-10-28,Germany,Referral,Mobile Web,Android,5,3.33,2,3435,379,12,29,5
2025-02-17,Germany,Referral,Mobile,iOS,6,3.68,4,10268,1215,32,93,21
2025-02-21,Spain,Organic,Mobile,Others,4,2.82,1,4767,613,2,36,5
2024-01-24,Spain,Paid,Mobile,Android,3,3.17,3,7523,576,17,27,6
2024-06-07,Spain,Social,Desktop,Android,4,4.44,4,8309,538,12,17,2
2025-04-13,Italy,Referral,Mobile,iOS,4,4.48,1,7774,859,13,51,10
2025-10-19,Italy,CRM,Mobile,Android,5,4.88,1,9471,1764,29,129,34
2024-08-09,Italy,Organic,Mobile,Android,3,6.07,1,1512,198,6,14,1
2024-08-21,France,Organic,Mobile Web,iOS,6,5.71,5,8245,1285,19,90,25
2024-08-13,Spain,Referral,Desktop,Android,3,3.71,3,1402,142,1,7,1
2025-09-08,France,Social,Mobile,iOS,6,3.36,6,5765,310,4,18,1
2025-06-16,France,Paid,Desktop,Others,5,4.96,2,7510,843,23,48,3
2025-07-28,Germany,Organic,Desktop,Android,7,5.7,6,9855,2155,44,196,53
2024-01-04,United Kingdom,Organic,Desktop,iOS,6,6.71,3,9442,2232,37,185,77
2024-04-30,France,Social,Tablet,iOS,4,3.11,4,7931,457,5,17,2
2024-12-15,Germany,Organic,Tablet,Android,4,4.37,4,5390,894,21,82,28
2025-02-19,United Kingdom,Organic,Mobile Web,Android,1,5.4,1,8258,1199,31,86,22
2025-07-11,Spain,Organic,Mobile,Android,6,3.73,3,6157,722,24,39,7
2025-03-20,Ireland,Paid,Mobile Web,iOS,6,3.2,2,1510,131,3,6,1
2024-04-05,Ireland,Referral,Mobile,iOS,4,2.59,3,7063,756,11,65,11
2025-08-09,Spain,Paid,Desktop,iOS,5,7.72,4,1062,116,2,7,0
2025-02-20,Italy,Social,Desktop,Android,5,4.74,3,6899,367,13,14,1
2024-08-09,Ireland,Organic,Mobile,Android,4,6.71,1,1101,137,1,7,2
2025-05-08,United Kingdom,Direct,Desktop,Android,5,7.96,5,8022,1763,55,178,74
2024-05-29,Italy,Social,Desktop,Android,6,2.82,1,6534,328,7,16,4
2024-11-17,Germany,Organic,Tablet,iOS,5,5.05,5,3617,802,17,57,13
2024-05-03,Spain,Direct,Mobile,Android,7,4.74,3,4847,716,26,52,12
2024-09-30,France,Direct,Desktop,Android,3,5.57,1,7184,1644,40,156,35
2024-06-01,Italy,Organic,Desktop,Android,3,4.72,3,1668,329,3,24,7
2024-11-14,Germany,Social,Mobile,iOS,6,2.9,5,8519,516,8,21,2
2025-10-03,Spain,Organic,Tablet,iOS,5,3.09,3,5792,1007,19,77,15
2024-06-17,United Kingdom,Paid,Tablet,iOS,4,5.63,1,2718,364,7,29,2
2024-01-02,Italy,Social,Desktop,Android,2,1.49,1,10986,661,23,39,5
2025-06-10,United Kingdom,Paid,Mobile Web,Android,7,0.56,6,6581,652,5,39,5
2025-02-04,Italy,Organic,Desktop,Android,6,4.3,5,1511,269,6,12,3
2024-02-26,Italy,Direct,Tablet,Android,4,7.83,1,8765,1694,31,134,32
2025-05-30,United Kingdom,Paid,Mobile,Android,6,2.45,4,8000,634,3,26,7
2024-03-24,Germany,CRM,Desktop,iOS,5,4.61,1,2334,682,13,78,39
2025-09-18,Ireland,Paid,Mobile,iOS,6,3.37,2,8411,775,10,35,4
2024-02-19,France,CRM,Mobile,iOS,2,4.71,1,5947,1420,39,118,29
2025-06-24,United Kingdom,Paid,Desktop,iOS,7,7.15,4,3942,559,10,53,11
2024-10-12,United Kingdom,Organic,Desktop,Android,5,5.81,5,1234,251,1,19,7
2025-10-06,United Kingdom,Referral,Mobile,Android,7,3.84,3,2858,296,6,15,3
2024-11-25,Spain,Paid,Desktop,iOS,6,7.49,1,7123,773,7,43,4
2025-02-21,United Kingdom,Paid,Mobile,Android,6,4.32,4,5305,543,9,33,6
2025-06-18,Germany,Organic,Mobile,Android,6,5.94,6,9723,1366,42,105,21
2025-03-29,Germany,Paid,Desktop,iOS,5,6.6,5,3532,421,6,19,3
2025-10-04,Ireland,Organic,Mobile,iOS,7,9.18,4,8497,1116,24,83,16
2025-01-12,Germany,Referral,Mobile,iOS,8,4.78,1,5417,633,6,50,5
2024-10-03,Germany,Paid,Mobile Web,Android,4,3.32,3,9580,837,24,37,5
2025-03-27,United Kingdom,Organic,Mobile Web,Others,6,2.62,4,6153,995,34,68,19
2025-02-04,Italy,Referral,Desktop,Android,4,4.48,3,1201,158,4,5,0
2025-04-04,Germany,Referral,Desktop,iOS,5,4.57,1,2550,425,10,32,7
2025-02-25,Germany,Organic,Mobile,Others,4,6.0,4,5945,906,15,55,15
2025-09-02,Ireland,Direct,Mobile Web,Android,3,2.64,1,1955,301,6,30,8
2024-01-20,Germany,Referral,Mobile,iOS,9,4.24,6,10069,1255,39,80,14
2025-05-18,Spain,CRM,Mobile,iOS,3,6.33,1,6231,1316,34,118,34
2025-01-28,Ireland,Paid,Desktop,Others,2,4.73,2,5247,547,7,18,2
2025-08-01,United Kingdom,Organic,Mobile Web,iOS,2,6.09,1,5358,810,18,81,17
2024-03-09,Ireland,Organic,Mobile Web,iOS,6,7.07,5,3147,517,14,39,7
2025-02-10,France,Organic,Mobile,Android,10,4.46,1,9952,1285,29,92,16
2025-06-30,Spain,Organic,Desktop,Android,6,9.97,6,1368,251,9,22,5
2024-07-18,France,Organic,Mobile,Android,1,3.43,1,9190,1199,15,79,14
2025-04-09,Germany,Organic,Tablet,iOS,4,5.82,2,5857,1332,27,126,35
2024-05-15,Germany,Paid,Desktop,Others,6,5.41,1,7378,675,15,51,7
2024-06-24,France,Organic,Desktop,iOS,5,8.78,3,9346,1566,52,138,42
2025-02-14,Germany,Direct,Mobile,Android,4,4.48,3,7060,1499,40,114,40
2025-07-11,United Kingdom,Direct,Mobile,iOS,8,4.95,8,6796,1597,37,146,44
2024-01-11,United Kingdom,Organic,Mobile,iOS,9,7.92,8,3911,611,12,58,14
2024-04-14,Germany,Organic,Mobile Web,Android,8,5.22,3,7251,1328,12,93,29
2024-06-16,United Kingdom,Organic,Mobile,Android,3,5.65,3,1292,222,2,10,5
2024-04-25,United Kingdom,Direct,Mobile,iOS,4,6.88,4,5090,1263,34,128,44
2024-08-31,Germany,Organic,Mobile,Android,3,4.16,2,7450,1326,13,86,15
2024-05-15,Spain,Referral,Desktop,iOS,4,5.31,3,3112,330,5,21,4
2025-07-13,Italy,Direct,Mobile,iOS,3,5.34,2,5860,1248,13,80,16
2025-01-20,Spain,Social,Mobile,Android,5,2.5,3,2244,130,0,3,1
2024-08-11,United Kingdom,Organic,Desktop,Android,4,5.75,2,9667,1967,26,186,50
2025-07-12,Italy,Organic,Mobile,iOS,3,4.07,1,7460,1073,26,58,6
2024-09-27,France,Social,Mobile,iOS,8,3.28,5,7602,491,8,14,2
2024-06-21,Spain,Organic,Desktop,iOS,4,7.93,1,6444,1119,28,93,33
2024-02-18,Spain,Social,Mobile,Android,3,3.73,2,8171,367,7,13,0
2024-10-28,Germany,Paid,Desktop,Android,4,5.08,4,9038,1035,6,73,10
2024-04-06,Spain,Organic,Mobile,Android,6,5.61,1,6306,764,10,43,5
2024-10-18,Italy,Organic,Desktop,iOS,5,8.06,3,9317,1943,53,130,35
2025-04-07,United Kingdom,Organic,Mobile,Android,6,4.95,2,7697,1481,34,107,15
2024-04-14,Germany,Social,Desktop,Android,5,4.76,3,3479,239,4,16,3
2025-07-01,Italy,Organic,Desktop,iOS,7,7.21,4,1242,240,2,14,2
2025-04-19,United Kingdom,CRM,Desktop,Android,3,5.97,1,9399,2373,17,270,101
2025-06-09,Ireland,Paid,Mobile,Android,2,5.93,2,8937,816,20,47,4
2024-03-17,Germany,Organic,Tablet,iOS,8,8.67,3,2531,554,9,49,8
2025-10-16,United Kingdom,Social,Desktop,iOS,5,5.54,2,6688,559,11,15,4
2025-08-26,United Kingdom,Social,Mobile Web,Android,7,2.64,4,9973,560,8,15,0
2024-04-14,Spain,CRM,Desktop,Others,6,4.69,2,3664,790,23,73,22
2024-09-24,Ireland,Referral,Tablet,iOS,7,2.14,2,10020,1219,22,88,13
2024-06-24,Spain,Paid,Desktop,iOS,4,5.91,4,1629,162,2,14,3
2024-12-14,Spain,Paid,Mobile Web,iOS,5,1.21,5,9342,650,14,36,3
2025-09-13,Ireland,Organic,Mobile,Android,4,6.71,4,7050,1120,13,53,9
2025-03-12,Italy,Paid,Mobile,iOS,6,6.44,2,3749,317,1,11,1
2024-09-05,Germany,Organic,Desktop,iOS,3,3.49,3,6997,1654,25,134,35
2024-06-30,United Kingdom,Referral,Mobile,iOS,5,2.97,5,4767,652,3,38,4
2024-11-22,Spain,Organic,Mobile Web,Android,6,5.17,6,8381,1177,31,68,11
2024-12-12,Italy,Organic,Mobile Web,Android,6,5.57,1,7004,847,13,40,8
2024-01-24,Germany,Paid,Desktop,Android,4,1.05,4,1541,153,3,14,2
2025-07-11,Italy,Referral,Mobile Web,Android,5,2.39,5,6047,489,11,17,1
2025-02-16,Ireland,Organic,Desktop,Android,5,9.19,4,9514,1829,31,156,37
2025-04-09,Ireland,Organic,Desktop,Android,3,8.86,1,9082,1376,28,91,22
2024-03-03,Italy,Direct,Desktop,iOS,6,12.44,6,4835,1066,11,101,42
2024-08-29,Italy,Organic,Mobile Web,iOS,4,5.03,4,9568,1292,30,90,25
2024-05-30,Italy,Social,Desktop,Android,3,3.63,3,3865,227,3,6,1
2024-01-03,United Kingdom,Paid,Desktop,Android,4,6.68,3,5428,584,9,27,6
2024-03-27,Italy,Organic,Mobile,Others,4,6.12,2,6964,983,12,44,6
2024-07-03,Ireland,Social,Mobile,iOS,3,2.79,1,7173,300,6,10,0
2024-12-23,Germany,Organic,Desktop,Android,7,7.75,6,1596,363,3,30,10
2024-06-12,France,Paid,Desktop,iOS,3,5.37,3,7594,705,15,42,7
2025-01-09,United Kingdom,Organic,Mobile,Android,5,7.22,4,7858,1163,12,79,20
2025-07-06,United Kingdom,Social,Mobile,Android,2,1.78,2,1377,61,0,2,0
2024-09-28,Italy,Organic,Tablet,Android,3,6.45,1,5230,743,17,55,15
2024-06-02,Italy,Direct,Mobile,iOS,5,7.48,5,6069,982,15,72,21
2025-06-19,Ireland,Paid,Mobile,Android,9,3.7,2,3939,297,7,8,2
2024-03-15,Ireland,CRM,Mobile,iOS,9,4.5,3,8414,1984,63,163,54
2024-12-01,Spain,Paid,Desktop,Android,5,7.23,2,7534,637,16,33,5
2025-04-12,Spain,Social,Mobile,Android,5,3.44,4,4042,200,0,9,0
2025-07-24,Spain,Paid,Mobile Web,iOS,6,5.2,1,5244,362,17,13,4
2024-10-01,Spain,Organic,Mobile Web,Android,7,3.96,5,1755,247,4,10,0
2025-09-30,Germany,Paid,Desktop,Android,5,3.58,4,1596,201,2,15,4
2024-10-22,Spain,Paid,Desktop,Android,6,2.92,5,8360,828,16,41,5
2024-01-17,Spain,Organic,Desktop,Others,7,5.64,7,7629,1151,39,83,16
2024-02-08,Germany,Referral,Mobile,iOS,5,4.07,2,6285,797,16,48,13
2025-09-11,France,Organic,Desktop,Android,1,7.2,1,2056,372,9,31,12
2024-08-23,Ireland,Paid,Desktop,Android,6,3.74,6,8446,706,5,44,14
2025-03-19,Ireland,Social,Mobile,Android,5,2.77,5,7113,353,10,16,2
2024-09-13,Ireland,Direct,Desktop,iOS,6,5.21,5,3200,800,18,69,32
2024-05-13,Spain,Organic,Mobile Web,Android,2,4.19,2,9540,1267,23,87,17
2024-12-11,France,Organic,Desktop,iOS,5,1.8,5,1181,206,5,17,3
2024-03-27,Ireland,Social,Desktop,Android,4,3.15,1,2277,139,4,8,0
2025-04-07,France,CRM,Mobile,Android,2,4.12,2,910,180,8,19,6
2025-06-03,Ireland,Social,Mobile,Others,11,2.46,9,3306,147,3,6,1
2024-02-06,Italy,Paid,Mobile,iOS,7,5.18,7,9652,690,9,29,4
2024-04-03,Ireland,Organic,Mobile,iOS,4,6.81,4,7852,1335,24,98,24
2024-08-28,France,Organic,Mobile,iOS,4,8.54,2,4932,790,12,41,10
2025-04-03,Spain,Paid,Desktop,Android,3,6.04,2,4259,390,4,24,5
2024-07-19,Italy,Direct,Desktop,Android,3,8.16,2,2326,520,10,38,8
2024-01-27,Spain,Paid,Mobile Web,iOS,1,2.83,1,1323,82,2,1,0
2024-10-08,Spain,Organic,Mobile,Android,6,5.33,4,1227,205,5,19,2
2024-03-20,Italy,Direct,Desktop,Android,7,7.1,7,4961,1059,21,82,35
2025-10-04,Spain,Social,Mobile Web,Android,5,3.58,1,8459,396,11,8,0
2025-05-21,Ireland,Social,Mobile,iOS,2,3.18,2,6383,318,3,11,1
2025-01-28,Spain,Direct,Mobile,iOS,4,10.27,4,4000,660,15,52,16
2025-09-30,Spain,Direct,Tablet,Android,3,7.37,1,1100,201,4,23,7
2025-06-01,Spain,Referral,Mobile,Android,2,3.82,2,4746,399,8,24,3
2024-05-12,Italy,Referral,Mobile,Android,5,3.45,2,2445,198,8,8,0
2025-08-13,France,Paid,Desktop,Others,9,4.29,9,7333,742,13,32,8
2024-02-09,Germany,Direct,Tablet,iOS,10,4.5,8,9217,2517,60,252,86
2025-06-20,Ireland,Social,Mobile,iOS,4,3.44,3,4387,238,5,9,1
2025-10-20,United Kingdom,Organic,Mobile Web,iOS,5,7.89,4,7153,1236,25,112,30
2025-01-12,Germany,Social,Mobile,iOS,4,1.78,2,1891,149,3,5,1
2024-01-31,United Kingdom,Referral,Desktop,iOS,8,4.88,5,7225,1101,15,98,22
2025-01-04,Ireland,Paid,Mobile Web,iOS,7,4.46,7,5064,432,9,20,4
2025-09-26,Italy,Direct,Mobile,iOS,3,7.55,2,3744,758,15,61,15
2025-04-12,France,Paid,Desktop,Android,6,3.91,6,10459,976,13,44,7
2024-02-01,Spain,Organic,Desktop,iOS,3,5.11,1,3748,749,13,54,20
2024-06-20,Ireland,Referral,Mobile,Android,7,0.89,1,7824,691,9,37,7
2024-12-16,France,Organic,Mobile,Android,2,5.97,1,2318,326,9,17,3
2024-09-14,France,Organic,Mobile Web,Android,2,5.9,2,7007,1047,12,67,10
2025-02-06,Germany,Direct,Mobile,Others,5,6.57,5,3116,665,22,64,23
2025-02-07,Italy,Direct,Mobile,iOS,5,8.39,5,3051,564,7,37,7
2024-12-27,Germany,Social,Tablet,Android,3,4.86,1,9081,619,17,26,4
2024-07-09,Spain,Organic,Mobile Web,iOS,7,6.63,3,3091,461,10,36,7
2025-10-11,Ireland,Paid,Mobile,iOS,8,3.66,4,2495,229,3,9,2
2025-06-29,Germany,Social,Desktop,Android,3,3.34,3,9874,610,18,33,3
2024-10-02,Ireland,Organic,Mobile,Others,6,4.57,5,5120,637,17,52,9
2024-07-18,Italy,Organic,Mobile,Android,5,4.54,2,9703,1276,29,65,13
2024-12-14,Spain,Paid,Desktop,Android,9,5.76,2,3728,292,5,22,4
2024-09-23,Italy,Social,Mobile Web,Android,2,2.31,1,7695,390,8,13,2
2024-12-01,United Kingdom,Organic,Mobile,Android,6,6.13,6,8506,1692,24,118,31
2025-05-09,Germany,Social,Mobile,iOS,2,4.43,2,5058,333,4,17,0
2025-02-02,Germany,Paid,Desktop,iOS,3,4.41,2,6146,728,24,48,8
2025-02-17,Germany,Organic,Desktop,iOS,4,8.76,2,10434,2579,40,232,65
2024-08-15,Spain,Direct,Tablet,Android,4,6.35,2,2894,565,15,38,5
2025-09-14,France,Organic,Mobile Web,Android,7,6.23,5,2497,312,10,22,4
